aX,aY,aZ,gX,gY,gZ,Roll,Pitch
-0.951,0.113,-0.196,9.705,1.77,0.549,9.528,-70.865
-0.967,0.124,-0.246,1.404,4.456,1.465,8.982,-72.344
-0.925,0.12,-0.192,15.625,-18.127,-7.996,8.042,-74.375
-0.906,0.175,-0.266,25.94,-50.476,-7.019,7.844,-74.43
-0.844,0.319,-0.668,20.386,-49.805,-21.301,10.724,-66.853
-0.784,0.317,-0.586,16.968,-27.039,-15.442,13.544,-60.613
-0.712,0.325,-0.58,13.672,-29.785,-18.188,16.367,-53.671
-0.652,0.43,-0.616,8.179,-31.128,-17.639,19.789,-46.725
-0.545,0.478,-0.694,16.052,-29.846,-19.104,22.974,-42.67
-0.433,0.571,-0.735,2.991,-42.725,-20.081,27.173,-36.31
-0.305,0.544,-0.804,16.968,-43.701,-26.367,30.441,-28.966
-0.246,0.635,-0.742,-2.014,-33.386,-11.292,33.672,-22.358
-0.113,0.504,-0.765,26.245,-36.194,-17.883,34.845,-16.152
0.006,0.66,-0.775,18.982,-33.203,-22.034,36.593,-9.65
0.186,0.627,-0.729,10.559,-39.978,-35.767,38.812,-2.484
0.357,0.659,-0.729,4.456,-48.828,-41.382,38.962,6.413
0.479,0.578,-0.715,16.663,-34.668,-39.612,38.95,14.832
0.612,0.618,-0.601,3.357,-30.212,-35.156,37.628,23.691
0.7,0.523,-0.566,-7.446,-17.822,-22.888,35.115,31.303
0.744,0.464,-0.521,-13.977,-16.785,-22.278,32.001,37.975
0.759,0.499,-0.441,-4.333,-8.423,-16.541,30.795,43.231
0.838,0.332,-0.438,7.629,-19.897,-16.357,26.653,48.623
0.872,0.262,-0.398,6.775,-22.766,-16.113,22.925,53.476
0.879,0.31,-0.375,-4.456,-8.484,-2.625,20.591,57.079
0.903,0.288,-0.3,4.272,-7.385,-3.235,17.394,61.143
aX,aY,aZ,gX,gY,gZ,Roll,Pitch
0.89,0.279,-0.342,11.963,-0.122,3.235,16.614,62.877
0.888,0.302,-0.359,-20.142,7.263,-2.869,17.155,63.041
0.908,0.273,-0.351,8.606,5.859,2.93,16.566,63.767
0.869,0.276,-0.35,-4.7,7.263,4.517,16.455,63.145
0.867,0.317,-0.465,-0.854,15.808,10.376,16.867,61.461
0.838,0.303,-0.472,-0.61,28.564,16.174,16.888,59.965
0.79,0.398,-0.497,-4.761,28.87,12.634,18.77,56.765
0.722,0.383,-0.615,-5.432,23.193,15.32,20.171,52.347
0.665,0.394,-0.701,-6.531,31.86,19.226,21.356,47.934
0.576,0.439,-0.751,-8.484,42.603,20.447,23.237,42.258
0.481,0.398,-0.785,-4.028,39.001,20.508,23.26,36.714
0.378,0.409,-0.83,2.319,37.415,14.709,23.812,31.125
0.275,0.454,-0.862,-4.578,33.447,14.038,24.951,25.112
0.178,0.43,-0.879,6.226,32.349,17.944,25.131,19.255
0.066,0.429,-0.946,-1.648,39.551,17.578,25.381,12.9
-0.058,0.414,-0.919,1.892,42.725,21.606,25.418,6.568
-0.193,0.387,-0.923,3.967,43.213,14.709,24.36,-0.106
-0.317,0.351,-0.881,1.587,45.044,13.123,23.127,-7.177
-0.452,0.378,-0.809,-11.597,46.814,12.939,22.605,-14.858
-0.551,0.327,-0.77,2.563,45.471,8.179,21.276,-22.377
-0.637,0.267,-0.662,-1.038,40.894,12.817,19.754,-30.006
-0.704,0.246,-0.642,12.512,29.175,4.944,18.152,-36.83
-0.785,0.245,-0.549,11.536,32.043,7.263,16.143,-43.318
-0.81,0.232,-0.478,-6.042,25.024,3.052,14.791,-49.206
-0.856,0.343,-0.473,-9.583,17.151,5.188,15.616,-52.821
-0.918,0.157,-0.443,6.104,35.645,12.39,14.102,-57.157
-0.872,0.136,-0.221,-19.653,29.297,6.592,12.821,-62.057
-0.928,0.189,-0.236,3.479,4.944,-0.732,12.171,-65.856
-0.988,0.132,-0.271,2.136,9.216,5.737,8.994,-70.354
-0.95,0.219,-0.236,3.357,-2.869,-2.686,9.948,-72.511
-0.929,0.191,-0.244,9.46,-9.338,-2.197,10.58,-72.049
-0.922,0.158,-0.305,21.24,-11.963,-1.282,10.111,-71.499
-0.914,0.224,-0.375,10.01,-27.283,-4.028,11.512,-69.277
-0.847,0.275,-0.414,13,-26.672,-10.376,12.424,-66.301
-0.839,0.254,-0.494,8.667,-21.606,-7.568,13.268,-62.521
-0.772,0.367,-0.474,3.113,-24.048,-8.423,16.408,-58.277
-0.754,0.382,-0.589,5.005,-24.658,-5.859,18.728,-53.814
-0.661,0.319,-0.545,15.381,-27.283,-11.719,19.732,-50.62
-0.586,0.416,-0.608,0.854,-37.842,-22.095,22.685,-46.105
-0.537,0.506,-0.733,17.639,-30.945,-13.245,24.593,-40.605
-0.396,0.465,-0.759,19.348,-32.837,-13.489,26.463,-34.691
-0.337,0.559,-0.75,8.362,-22.949,-15.381,29.772,-28.261
-0.246,0.549,-0.68,13.855,-33.447,-20.813,32.268,-22.911
-0.021,0.595,-0.804,18.005,-51.331,-33.02,34.494,-15.136
0.098,0.685,-0.767,14.526,-48.035,-29.724,38.128,-7.519
0.23,0.691,-0.743,-13.977,-34.79,-16.479,40.086,0.886
0.359,0.594,-0.713,4.028,-34.546,-25.024,39.621,9.53
0.502,0.602,-0.668,-10.742,-41.626,-28.809,39.453,17.076
0.579,0.612,-0.571,17.029,-32.654,-34.302,38.243,24.431
0.718,0.557,-0.505,-14.038,-28.564,-26.062,35.877,32.322
0.747,0.502,-0.463,-13.733,-27.039,-29.907,34,38.782
0.79,0.45,-0.493,-0.916,-3.906,-7.202,31.3,43.977
0.814,0.402,-0.406,-4.395,-9.216,-11.78,28.009,48.96
0.857,0.355,-0.374,-8.484,-9.583,-7.324,25.098,52.799
0.865,0.328,-0.314,7.019,-7.568,-5.066,22.609,56.429
aX,aY,aZ,gX,gY,gZ,Roll,Pitch
0.875,0.386,-0.268,6.409,0.916,0.854,21.824,59.562
0.887,0.366,-0.277,-21.606,5.066,-2.258,21.218,61.499
0.879,0.401,-0.316,-6.226,0.732,-0.305,21.822,61.665
0.875,0.345,-0.3,-1.709,1.221,1.587,22.017,61.675
0.862,0.391,-0.332,-0.183,8.972,9.521,22.044,61.029
0.827,0.407,-0.414,-1.892,20.935,18.311,22.625,59.126
0.816,0.454,-0.433,-8.301,22.644,18.616,23.396,57.229
0.75,0.466,-0.482,-2.563,23.865,19.47,25.179,53.725
0.695,0.544,-0.576,-16.968,28.137,26.306,27.279,49.161
0.612,0.473,-0.661,-1.831,32.288,19.47,28.352,44.782
0.537,0.523,-0.673,-1.099,34.851,19.958,29.622,39.718
0.428,0.524,-0.757,-6.592,38.086,21.606,30.494,33.969
0.307,0.517,-0.816,-5.981,38.757,21.729,30.438,27.96
0.203,0.527,-0.841,-1.282,39.673,19.531,31.413,21.593
0.077,0.533,-0.849,-4.578,40.222,18.799,31.568,14.674
-0.039,0.527,-0.876,-5.981,40.833,18.86,31.555,7.838
-0.214,0.528,-0.808,-5.737,39.001,22.339,32.094,0.385
-0.34,0.501,-0.763,4.456,37.231,24.048,32.07,-7.544
-0.414,0.417,-0.774,-5.005,28.076,14.282,30.323,-14.943
-0.509,0.463,-0.74,4.517,28.259,13.916,29.167,-22.164
-0.598,0.395,-0.716,-4.089,34.058,14.282,26.732,-28.144
-0.648,0.409,-0.603,-5.249,30.029,20.02,25.257,-33.36
-0.723,0.404,-0.561,10.681,28.015,14.587,24.854,-38.584
-0.777,0.278,-0.512,-6.042,28.259,14.709,22.201,-44.284
-0.816,0.346,-0.435,-12.756,24.475,9.705,21.553,-49.263
-0.864,0.248,-0.376,5.737,14.587,4.761,19.046,-54.418
-0.915,0.214,-0.404,-3.662,14.648,6.836,15.997,-58.829
-0.941,0.213,-0.39,-37.415,34.973,10.559,14.72,-61.728
