Bicep,Bicep_FL,Bicep_FP,Bicep_FS,Rotation,Rotation_FL,Rotation_FP,Rotation_FS,Straight,Straight_FL,Straight_FP,Straight_FS,Swing,Swing_FL,Swing_FP,Swing_FS,Misclassification
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
