aX,aY,aZ,gX,gY,gZ,Roll,Pitch
0.318,-0.135,-1.013,3.967,102.295,-6.592,-8.045,35.528
0.062,-0.074,-0.965,5.188,104.004,-10.986,-7.218,24.216
-0.218,-0.157,-1.002,20.142,104.187,-10.193,-7.936,10.207
-0.491,0.015,-0.801,4.211,103.577,-9.583,-5.280,-4.947
-0.681,-0.000,-0.612,-4.700,103.394,-10.071,-3.409,-21.408
-0.758,-0.113,-0.130,-13.611,91.003,-7.935,-4.370,-40.020
-0.928,0.135,-0.083,-1.892,5.920,-2.258,0.649,-60.355
-0.993,-0.005,-0.294,10.864,-3.113,1.404,0.276,-71.581
-0.956,0.132,-0.257,-8.972,-3.296,3.418,2.301,-77.903
-0.969,-0.028,-0.226,1.099,2.014,1.526,3.400,-76.952
-0.945,0.068,-0.197,0.793,-0.671,0.183,2.413,-75.648
-0.961,-0.006,-0.250,-2.563,-0.793,1.343,2.415,-76.147
-0.947,0.062,-0.227,5.249,-1.526,-0.549,1.410,-76.686
-0.939,0.017,-0.247,-4.761,-0.671,-0.183,2.079,-76.197
-0.968,-0.032,-0.256,0.488,-0.366,0.916,0.602,-75.588
-0.921,0.088,-0.199,5.554,-5.798,2.747,2.003,-76.031
-0.840,-0.119,-0.139,-8.301,-49.805,10.132,-0.697,-77.052
-0.741,0.014,-0.422,-40.649,-106.079,28.442,-0.772,-73.647
-0.460,-0.282,-0.790,-1.831,-131.897,36.438,-5.106,-61.936
-0.091,-0.135,-0.875,-27.405,-142.639,45.105,-9.599,-43.000
0.240,-0.314,-1.005,-29.785,-116.699,32.837,-12.357,-18.347
0.409,-0.390,-0.949,11.658,-80.444,22.949,-17.184,1.480
0.630,-0.327,-0.793,13.123,-78.125,27.039,-16.993,17.340
0.774,-0.203,-0.655,2.991,-60.181,19.409,-17.244,29.563
0.850,-0.296,-0.533,9.644,-37.476,10.803,-17.073,40.007
0.907,-0.198,-0.465,11.108,-32.471,6.897,-14.378,49.994
0.924,-0.187,-0.399,0.732,-14.221,3.540,-12.411,57.103
0.942,-0.206,-0.374,3.906,0.671,-0.366,-12.405,61.334
0.947,-0.163,-0.342,4.944,-2.869,-0.793,-10.571,64.797

0.951,-0.123,-0.381,10.498,-6.714,2.136,-9.524,66.416
0.927,-0.132,-0.381,3.906,0.854,0.488,-8.779,66.924
0.919,-0.126,-0.411,8.484,2.930,1.892,-7.689,66.724
0.919,-0.152,-0.500,2.075,25.085,0.000,-7.470,64.694
0.849,-0.081,-0.626,-17.883,63.782,-0.244,-6.852,61.282
0.767,-0.214,-0.796,8.057,99.609,-7.263,-7.826,55.182
0.591,-0.232,-0.908,1.587,113.220,-14.160,-9.143,47.048
0.267,-0.222,-1.057,27.771,119.019,-15.137,-10.119,35.508
-0.078,-0.123,-0.956,12.512,123.840,-21.545,-11.113,22.152
-0.346,-0.139,-0.847,8.301,122.009,-21.729,-10.695,6.448
-0.632,-0.030,-0.576,3.479,95.825,-17.639,-8.304,-12.800
-0.783,0.008,-0.397,-7.446,64.575,-6.287,-4.877,-33.398
-0.864,-0.113,-0.215,-32.288,68.237,-4.150,-4.716,-51.967
-0.929,-0.201,-0.223,-5.188,1.343,9.399,-5.471,-65.665
-0.946,0.023,-0.197,-7.935,-1.892,-2.563,-4.406,-73.087
-0.996,-0.128,-0.258,8.667,-1.526,-0.244,-6.228,-75.196
-0.944,0.034,-0.201,5.981,0.488,1.160,-3.984,-76.434
-0.953,-0.097,-0.246,3.906,-0.671,1.587,-2.456,-76.554
-0.951,-0.007,-0.189,-0.183,-1.892,1.404,-2.885,-76.603
