Exercise,Ax_Min,Ax_Max,Ax_Mean,Ax_std,Ax_med,Ay_Min,Ay_Max,Ay_Mean,Ay_std,Ay_med,Az_Min,Az_Max,Az_Mean,Az_std,Az_med,Gx_Min,Gx_Max,Gx_Mean,Gx_std,Gx_med,Gy_Min,Gy_Max,Gy_Mean,Gy_std,Gy_med,Gz_Min,Gz_Max,Gz_Mean,Gz_std,Gz_med,Pitch_Min,Pitch_Max,Pitch_Mean,Pitch_std,Pitch_med,Roll_Min,Roll_Max,Roll_Mean,Roll_std,Roll_med
0,-0.15,0.139,0.030546875,0.060191211,0.038,0.91,1.039,0.978265625,0.02144927,0.038,-0.026,0.091,0.026640625,0.024245679,0.026,-53.589,19.836,0.79628125,9.211340782,0.8545,-18.25,23.56,-0.5416875,6.080122482,-0.427,-7.629,14.771,-0.428203125,3.151724739,-0.122,-5.804,6.909,1.8226875,3.137227999,2.2575,82.812,89.963,86.416125,1.853992941,86.1855
0,-0.142,0.109,0.01695,0.05734121,0.028,0.872,1.104,0.98085,0.027539694,0.028,-0.279,0.019,-0.025233333,0.044707474,-0.0115,-22.644,22.766,1.620483333,6.430871769,1.6175,-12.085,9.521,-0.720183333,4.935603624,-0.5185,-9.155,3.418,-0.822916667,2.566049845,0.0305,-6.148,5.347,0.955566667,2.94429791,1.726,82.841,89.649,86.68536667,1.732152829,86.872
0,-0.099,0.139,0.020484375,0.053350293,0.0295,0.959,1.038,0.984546875,0.013756303,0.0295,-0.142,0.021,-0.04634375,0.028443326,-0.0485,-21.729,12.39,0.7048125,5.748905599,1.1295,-10.132,14.648,-0.377640625,5.346644212,-0.7625,-6.958,8.24,-0.369046875,2.683870827,-0.2745,-3.911,6.303,1.214515625,2.772071651,1.7875,82.368,88.807,85.99221875,1.281594202,86.4145
0,-0.13,0.156,0.022092308,0.056591387,0.007,0.947,1.057,0.982169231,0.016088203,0.007,-0.193,0.208,0.001215385,0.044317918,0.009,-19.348,15.869,1.271492308,6.103137641,1.343,-13.428,10.62,-0.807553846,5.431441349,-0.305,-4.944,5.31,-0.331476923,1.874675623,-0.305,-4.528,7.549,1.3206,2.911414303,0.281,82.398,89.547,87.04352308,1.859859539,87.564
0,-0.169,0.158,0.025203125,0.060512672,0.022,0.791,1.018,0.97803125,0.028069058,0.022,-0.094,0.088,0.00859375,0.026958945,0.0145,-21.729,8.423,0.943234375,4.393186321,1.465,-8.24,13.367,-0.34621875,5.014419299,-0.2745,-7.446,8.362,-0.31371875,2.149772919,-0.244,-6.287,6.965,1.440640625,3.079172675,0.7945,82.971,89.731,86.76909375,1.873105008,87.298
0,-0.094,0.12,0.011078125,0.049194239,0.0215,0.935,1.084,0.98278125,0.021227766,0.0215,-0.151,0.033,-0.027578125,0.031574455,-0.0245,-28.564,12.146,0.06865625,6.3800645,1.3125,-13.428,10.193,-1.047109375,5.244862236,-0.3355,-5.676,19.958,0.04390625,3.139228849,0,-4.522,5.414,0.69646875,2.643117808,1.4595,83.528,88.508,86.84889063,1.226282913,87.219
0,-0.133,0.2,0.015444444,0.055153094,0.017,0.948,1.012,0.980111111,0.013099016,0.017,-0.081,0.014,-0.027142857,0.023343755,-0.029,-14.771,17.883,0.988222222,4.846861903,1.77,-11.475,12.878,0.211190476,5.358158518,-0.305,-4.333,2.38,-0.466015873,1.537674034,-0.427,-5.449,7.448,0.876920635,2.801338835,1.054,82.333,89.849,86.89765079,1.757586626,87.325
0,-0.134,0.102,0.010626866,0.0429527,0.018,0.947,1.008,0.979895522,0.011518278,0.018,-0.105,0.034,-0.021940299,0.025501563,-0.021,-11.78,17.029,1.42561194,4.52109928,1.099,-8.484,11.292,-0.266,3.60152676,-0.122,-6.042,4.7,-0.544671642,1.654143744,-0.366,-5.465,5.005,0.599328358,2.244376166,0.735,84.394,89.698,87.42285075,1.316807874,87.407
0,-0.131,0.145,0.030816667,0.052608078,0.036,0.928,1.02,0.982233333,0.01639488,0.036,-0.062,0.071,0.016616667,0.024837841,0.0155,-10.193,12.939,1.936883333,4.237676954,2.136,-9.521,6.653,-1.086416667,3.439200894,-0.732,-9.46,4.578,-0.615433333,2.461300678,-0.1525,-2.99,7.734,1.747616667,2.593604207,1.582,82.265,89.428,86.89955,1.594593508,87.3575
0,-0.216,0.134,-0.04224,0.04533981,-0.05,0.877,1.082,0.972146667,0.029221749,-0.05,-0.132,0.246,0.042266667,0.102518862,0.035,-28.32,37.415,2.271333333,10.4478308,2.686,-5.92,6.47,-0.79916,2.336107932,-0.977,-5.859,3.662,-0.749466667,1.948455309,-0.488,-7.142,2.241,-2.454546667,2.108657196,-2.85,76.095,89.576,83.89637333,3.730363394,84.654
0,-0.111,0.121,-0.033460526,0.03925793,-0.0265,0.884,1.037,0.970236842,0.021209349,-0.0265,-0.17,0.199,0.084263158,0.082178889,0.1045,-23.437,14.343,-0.183157895,7.641984814,2.075,-4.822,4.211,-0.8055,1.804437031,-0.671,-4.456,6.47,-0.164657895,1.892374618,-0.061,-5.614,2.032,-1.96475,1.89947383,-1.8975,78.903,89.729,83.23181579,2.51115586,82.9785
0,-0.137,0.063,-0.040056338,0.034782133,-0.044,0.896,1.115,0.985408451,0.029431556,-0.044,-0.153,0.055,-0.049507042,0.041888585,-0.053,-27.405,30.762,1.437366197,8.464432618,2.319,-8.118,5.554,-0.614676056,2.553829538,-0.305,-3.723,13,0.156422535,2.962688883,-0.366,-4.837,1.294,-2.334661972,1.489263355,-2.504,81.614,89.492,85.87552113,1.907912081,85.429
0,-0.115,0.064,-0.03141791,0.033986695,-0.033,0.89,1.062,0.977134328,0.018493156,-0.033,-0.126,0.082,0.012447761,0.05349916,0.021,-19.653,22.4,1.110477612,6.759574059,1.77,-7.751,6.531,-0.638626866,2.657206427,-0.671,-3.601,6.042,-0.242328358,1.735539881,-0.122,-5.029,1.213,-1.839731343,1.597328372,-1.996,83.48,89.703,86.52067164,1.575339005,85.962
0,-0.15,0.015,-0.046650794,0.041226033,-0.039,0.969,0.995,0.980730159,0.006503613,-0.039,-0.115,0.074,0.002619048,0.029919477,0.007,-35.645,11.475,1.670206349,6.040569911,2.441,-10.803,7.629,-0.75368254,2.59484873,-0.366,-3.845,3.967,-0.301238095,1.359652965,-0.061,-6.957,0.422,-2.70984127,2.056315741,-2.22,82.973,89.452,86.71653968,1.85218549,87.297
0,-0.151,0.032,-0.043294118,0.037775874,-0.039,0.959,1.068,0.981485294,0.012415076,-0.039,-0.057,0.038,0.0035,0.023042142,0.007,-27.771,11.353,1.691911765,4.8647761,2.014,-16.479,7.935,-0.733294118,2.954451501,-0.183,-4.639,4.456,-0.184044118,1.433227799,-0.061,-6.751,0.624,-2.511382353,1.764842203,-2.263,83.219,89.938,87.05319118,1.579893235,87.3875
0,-0.136,0.121,-0.043797101,0.038999087,-0.044,0.959,1.032,0.98215942,0.009507927,-0.044,-0.085,0.028,-0.025855072,0.028957512,-0.018,-11.78,12.39,1.912434783,4.077214878,2.319,-15.991,10.498,-0.627971014,3.554450028,-0.366,-8.85,3.906,-0.354637681,1.683045672,-0.122,-6.115,0.869,-2.57526087,1.634519921,-2.491,83.18,89.044,86.60902899,1.511096398,86.338
0,-0.128,0.067,-0.045867647,0.035629061,-0.0465,0.95,1.006,0.981102941,0.007711476,-0.0465,-0.17,0.005,-0.034720588,0.035375531,-0.0235,-30.823,9.277,1.323911765,4.748578247,2.075,-15.869,11.292,-0.319514706,3.444919688,-0.244,-5.432,5.005,-0.227058824,1.821620214,-0.122,-6.218,0.473,-2.660808824,1.763108798,-2.6995,80.767,89.324,86.55669118,2.182621615,87.0325
0,-0.156,0.01,-0.05928125,0.03755735,-0.05,0.953,1.021,0.98271875,0.010812205,-0.05,-0.093,0.059,-0.055140625,0.02301819,-0.051,-15.686,7.385,1.978921875,3.351590891,2.625,-22.278,12.39,-0.434921875,4.069702202,-0.122,-12.756,4.272,-0.25940625,2.22697698,-0.122,-7.03,-0.144,-3.403796875,1.910845871,-2.8265,81.421,87.483,84.9440625,1.528432789,85.215
0,-0.218,0.017,-0.055806452,0.04411343,-0.05,0.953,1.003,0.980322581,0.008383775,-0.05,-0.252,-0.005,-0.068419355,0.058375424,-0.046,-22.949,7.812,0.584806452,4.363147645,1.8005,-16.541,10.498,-0.229370968,3.347611002,-0.0915,-9.338,6.653,-0.311080645,2.18849632,0.0305,-8.612,0.258,-3.286887097,2.254709055,-2.975,76.461,88.308,84.77306452,3.380612045,85.808
0,-0.219,0.032,-0.047830508,0.042126719,-0.038,0.961,1.001,0.981932203,0.007136271,-0.038,-0.142,0,-0.045237288,0.034435516,-0.035,-14.709,8.789,1.779305085,3.552126523,1.953,-20.935,7.446,-1.089271186,4.09847037,-0.427,-7.141,12.512,-0.009423729,2.752863344,0.061,-7.228,0.479,-2.785016949,2.0702323,-2.259,78.014,88.948,85.64366102,2.494430027,86.349
0,-0.15,0.032,-0.041830769,0.03745229,-0.047,0.967,1.015,0.982184615,0.007745749,-0.047,-0.104,0,-0.042153846,0.024145542,-0.034,-17.761,11.414,1.887338462,4.647343795,2.441,-16.235,7.202,-0.351184615,3.742821383,-0.244,-15.564,11.841,-0.739015385,3.402192939,-0.305,-6.297,1.334,-2.429538462,1.971877073,-2.667,82.565,88.035,85.98147692,1.356387932,85.766
0,-0.089,0.066,-0.027048387,0.035500371,-0.027,0.943,0.999,0.981967742,0.008140101,-0.027,-0.165,-0.04,-0.070612903,0.024124917,-0.066,-15.137,7.324,1.4865,3.797726053,2.0445,-10.437,5.127,-0.504,2.538660651,0,-5.371,5.981,0.084612903,1.826547117,0,-4.261,1.709,-1.569080645,1.858110933,-1.517,80.967,87.074,85.35233871,1.140847082,85.304
1,-0.129,0.046,-0.005165414,0.030422076,0.001,0.92,1.057,0.969278195,0.014660994,0.001,-0.043,0.184,0.120015038,0.05164447,0.132,-13.733,22.095,1.960443609,4.384970364,1.709,-8.606,5.676,-1.113774436,2.028245154,-1.099,-8.301,5.31,-0.468518797,1.737770038,-0.366,-5.675,1.633,-0.342518797,1.595399625,0.192,79.596,88.957,82.45709774,2.04913475,82.287
1,-0.322,0.083,-0.011617021,0.042228741,-0.005,0.938,1.034,0.974744681,0.013260254,-0.005,-0.048,0.169,0.083588652,0.041510768,0.091,-20.691,18.25,1.844475177,4.126397136,1.831,-9.827,8.728,-0.55793617,2.081071473,-0.793,-8.362,5.188,-0.587843972,1.620875043,-0.244,-8.815,2.413,-0.671056738,1.885461549,-0.232,81.175,88.879,84.42763121,1.553369855,84.478
1,-0.152,0.041,-0.024647059,0.026901337,-0.018,0.944,1.033,0.979551471,0.009701332,-0.018,-0.061,0.078,0.030566176,0.027129785,0.033,-36.621,14.893,1.988088235,4.589582675,2.1055,-16.174,5.127,-0.706360294,2.819897678,-0.549,-3.967,2.319,-0.271477941,1.066175956,-0.244,-6.252,0.268,-1.411220588,1.282338955,-1.014,83.43,89.337,87.23458088,1.149025555,87.353
1,-0.146,0.025,-0.027367647,0.025843922,-0.022,0.943,1.003,0.978955882,0.00894002,-0.022,-0.08,0.077,0.044433824,0.021314124,0.047,-19.47,11.353,1.481904412,3.107458513,1.77,-7.69,4.7,-0.401176471,2.024497311,-0.305,-4.395,2.808,-0.372426471,1.044913994,-0.244,-5.762,-0.005,-1.605080882,1.278529317,-1.2305,83.839,88.345,86.65853676,0.860038491,86.7595
1,-0.128,0.07,-0.02612782,0.02690483,-0.021,0.947,1.024,0.97937594,0.009927465,-0.021,-0.099,0.065,0.025789474,0.030885677,0.034,-11.963,9.338,1.758075188,3.183381332,1.953,-3.845,3.723,-0.249210526,1.723490424,-0.244,-5.31,4.456,-0.295030075,1.111076661,-0.183,-6.634,0.014,-1.53875188,1.25620707,-1.188,82.996,89.628,87.20836842,1.09386886,87.44
1,-0.129,0.059,-0.025088,0.030702268,-0.019,0.912,1.006,0.979744,0.011864765,-0.019,-0.088,0.088,0.012456,0.032453814,0.007,-13.123,12.39,1.61032,3.375316152,2.014,-5.066,8.85,-0.360824,2.009868412,-0.427,-6.958,6.348,-0.358384,1.492143921,-0.183,-6.489,0.519,-1.45748,1.33251383,-1.113,83.206,89.871,87.732984,1.468400715,88.313
1,-0.137,0.076,-0.025685484,0.030507994,-0.022,0.953,1.037,0.98066129,0.00998282,-0.022,-0.12,0.077,0.011387097,0.0295898,0.0145,-10.925,18.494,1.637129032,3.668328657,1.8005,-6.47,8.667,-0.155032258,2.367919985,-0.305,-6.714,15.442,-0.140258065,1.786311783,-0.122,-5.457,0.921,-1.50816129,1.166356682,-1.3255,84.238,89.138,87.73598387,1.074963822,87.985
1,-0.212,0.086,-0.025031008,0.042251838,-0.02,0.932,1.035,0.981596899,0.014240962,-0.02,-0.13,0.084,0.006875969,0.031237249,0.008,-23.254,10.864,1.522100775,3.767174805,1.831,-13.245,4.211,-0.392209302,2.487125677,-0.244,-7.08,3.296,-0.26303876,1.400468657,-0.183,-5.776,1.584,-1.454744186,1.634912389,-1.109,83.917,89.711,87.77797674,1.471245053,88.294
1,-0.172,0.09,-0.028387597,0.03748527,-0.021,0.881,1.012,0.977806202,0.013959807,-0.021,-0.091,0.102,0.026232558,0.036107806,0.035,-13.428,15.442,1.920945736,3.586178725,1.892,-9.583,10.01,-0.241294574,2.203868085,-0.183,-3.723,2.991,-0.05627907,1.066167853,-0.122,-5.711,0.961,-1.646767442,1.527786161,-1.217,84.093,88.666,86.80987597,1.10551995,87.18
1,-0.132,0.06,-0.031371901,0.03499646,-0.025,0.946,1.016,0.98146281,0.01150003,-0.025,-0.11,0.054,-0.001214876,0.031947146,0.005,-23.132,12.024,1.639933884,3.915980781,1.648,-6.104,6.348,-0.193727273,2.156756071,-0.061,-4.822,3.601,-0.361652893,1.331315582,-0.183,-5.141,1.623,-1.837909091,1.454596594,-1.417,83.902,89.904,87.54385124,1.328101249,88.007
1,-0.147,0.16,-0.025520325,0.046893033,-0.023,0.925,1.029,0.978414634,0.016924096,-0.023,-0.11,0.128,0.012300813,0.048618949,0,-12.329,18.25,1.728333333,4.315297533,1.343,-4.822,8.911,-0.250617886,2.054761266,-0.061,-7.935,4.028,-0.320593496,1.781387242,-0.061,-5.457,4.049,-1.471560976,1.950507824,-1.141,82.664,89.302,86.75056911,1.61795932,87.002
1,-0.151,0.135,-0.025230769,0.039060585,-0.022,0.924,1.047,0.981476923,0.013887262,-0.022,-0.134,0.095,0.000653846,0.032741106,0.0045,-15.015,18.921,1.860153846,3.770571321,1.6785,-14.099,3.845,-0.340361538,2.06957385,-0.1525,-5.493,3.479,-0.169938462,1.401223158,-0.061,-4.392,2.032,-1.470823077,1.371060029,-1.3235,82.877,89.811,87.784,1.285376602,88.141
1,-0.128,0.147,-0.020820313,0.041296781,-0.0195,0.941,1.068,0.979320312,0.014965542,-0.0195,-0.135,0.173,0.020351563,0.04703217,0.0105,-13.367,11.047,1.516289063,2.814128584,1.709,-7.446,5.92,-0.102992188,1.873859735,-0.183,-5.005,4.089,-0.165460938,1.318699072,-0.122,-5.217,3.185,-1.209679688,1.708240624,-1.1355,82.355,88.882,86.82410156,1.392853401,87.124
1,-0.166,0.113,-0.020902256,0.046792233,-0.011,0.935,1.004,0.97737594,0.011361552,-0.011,-0.107,0.103,0.029902256,0.045492401,0.042,-9.338,16.357,1.628218045,3.012545813,1.892,-5.493,15.564,0.029330827,2.985375398,-0.122,-15.198,4.944,-0.066969925,1.802353272,-0.122,-6.72,2.118,-1.225067669,1.836224409,-0.985,82.796,88.321,86.47748872,1.118160005,86.695
2,-0.108,0.112,0.035686567,0.051395439,0.047,0.25,0.411,0.324835821,0.033082815,0.047,0.86,0.927,0.894343284,0.013305902,0.895,-14.343,17.456,0.829044776,4.972392133,1.16,-7.874,13.123,-0.002716418,4.243054134,-0.488,-6.47,15.381,-0.371656716,3.452366692,-0.793,-4.204,6.316,2.135164179,2.924744151,2.892,16.481,24.311,19.79228358,1.614973054,19.803
2,-0.112,0.146,0.036903226,0.052200028,0.047,0.334,0.552,0.417870968,0.036477023,0.047,0.799,0.905,0.853806452,0.017361007,0.855,-49.316,24.658,0.841677419,8.468227352,1.465,-8.911,14.954,0.314,4.676238235,-0.122,-6.775,5.737,-0.574854839,2.96092682,-0.3965,-4.417,6.745,2.187677419,2.808050457,2.921,23.802,30.35,25.84629032,1.509997377,25.707
2,-0.059,0.121,0.037140625,0.045279333,0.0495,0.396,0.532,0.439359375,0.026893893,0.0495,0.778,0.872,0.840875,0.017138558,0.842,-12.146,13.611,1.55065625,4.532721931,1.587,-7.935,12.756,-0.262265625,4.181024334,-0.427,-7.812,8.972,-0.18590625,4.068321762,-0.5795,-1.815,6.322,2.259578125,2.496662762,2.9615,25.827,31.177,27.5159375,1.293472941,27.151
2,-0.13,0.111,0.028764706,0.051049615,0.0425,0.356,0.498,0.409985294,0.031956824,0.0425,0.825,0.906,0.859367647,0.016146627,0.861,-17.029,23.987,1.465720588,6.125077878,1.9835,-8.85,19.653,0.056602941,4.984001324,-0.1525,-9.705,9.216,-0.445147059,4.209800312,-0.488,-5.253,5.904,1.763,2.743819649,2.5195,22.73,31.311,25.52435294,1.936627895,25.1905
2,-0.049,0.099,0.024014085,0.039441636,0.037,0.313,0.489,0.403887324,0.028271919,0.037,0.736,0.906,0.860887324,0.021999058,0.862,-14.526,12.756,1.678873239,4.152842238,1.831,-6.531,8.667,0.141859155,3.695816091,-0.061,-4.883,6.775,0.004352113,2.865611204,-0.427,-2.55,4.882,1.458971831,2.129011561,2.246,22.815,28.523,25.09208451,1.300684531,24.926
2,-0.103,0.086,0.019477612,0.043205414,0.034,0.352,0.473,0.405955224,0.022014068,0.034,0.826,0.914,0.861,0.015534907,0.861,-12.268,9.644,1.569597015,3.861911126,2.197,-13.611,9.277,0.009119403,3.753527442,-0.061,-7.751,7.996,-0.165746269,3.105761993,-0.427,-4.571,4.369,1.171701493,2.386210759,2.186,22.968,28.386,25.24659701,1.09427268,25.156
2,-0.111,0.216,0.033507246,0.05559825,0.042,0.354,0.523,0.401869565,0.031213173,0.042,0.788,0.899,0.860695652,0.020681268,0.864,-25.879,15.808,0.916347826,5.646126173,2.014,-12.817,14.282,0.045971014,4.007119869,-0.305,-8.057,15.32,-0.191927536,3.128592666,-0.244,-4.564,8.833,2.021434783,3.074138619,2.517,23.197,30.727,24.87095652,1.385796229,24.419
2,-0.083,0.093,0.015441176,0.041718453,0.023,0.343,0.469,0.383676471,0.026249913,0.023,0.82,0.937,0.869205882,0.018304684,0.87,-10.925,17.029,2.490720588,4.334152687,1.9835,-7.263,12.939,0.230676471,3.743983466,-0.122,-8.484,8.301,-0.270161765,3.187491114,-0.4575,-4.38,5.227,0.931441176,2.321116705,1.4605,21.617,31.044,23.97623529,1.85260641,23.392
2,-0.077,0.106,0.011014085,0.03983627,0.022,0.334,0.454,0.378633803,0.019888431,0.022,0.721,0.912,0.873014085,0.022072927,0.875,-8.667,11.658,1.805183099,3.311813251,2.014,-6.897,7.629,-0.261422535,2.909391152,0,-7.202,6.042,-0.070450704,2.394617081,-0.122,-4.008,4.585,0.657408451,2.18301175,1.465,21.612,25.487,23.42498592,0.75862768,23.378
2,-0.206,0.111,0.002555556,0.056674731,0.015,0.336,0.495,0.387952381,0.029718805,0.015,0.826,0.932,0.870777778,0.017189123,0.871,-6.042,11.841,1.737984127,3.281775677,1.892,-8.301,11.963,0.018333333,3.652879717,0.183,-7.568,4.822,-0.54931746,2.282336401,-0.244,-8.255,4.776,0.181365079,3.036410605,1.01,22.13,26.952,23.89590476,1.314847835,23.307
2,-0.103,0.071,0.007721311,0.042904208,0.021,0.375,0.504,0.427688525,0.02447825,0.021,0.794,0.91,0.854508197,0.019442756,0.854,-10.986,15.747,2.097180328,4.226128419,2.075,-6.409,12.268,0.014934426,3.854892285,0.061,-5.92,4.15,-0.472213115,2.15166359,-0.305,-5.174,3.841,0.444770492,2.334739324,1.287,25.01,29.933,26.52029508,1.285743408,25.916
2,-0.141,0.18,0.005274194,0.05927573,0.021,0.355,0.516,0.419870968,0.031016909,0.021,0.807,0.917,0.85566129,0.017352605,0.855,-12.024,18.86,1.993451613,4.333486851,1.8615,-5.676,12.085,-0.063048387,3.29372817,-0.0915,-6.104,4.089,-0.088548387,2.199423633,-0.2135,-5.785,6.696,0.349806452,3.061174011,1.447,23.537,30.117,26.12243548,1.440990457,25.929
2,-0.101,0.089,0.007485294,0.045039781,0.021,0.374,0.501,0.430882353,0.025237694,0.021,0.816,0.881,0.850632353,0.013429645,0.8515,-8.423,11.292,1.318544118,3.382252651,1.7395,-5.371,10.01,0.071808824,3.082227254,-0.0305,-3.967,5.005,0.0045,1.93990748,-0.2745,-3.841,4.18,0.460029412,2.492457691,1.3195,24.72,29.969,26.7785,1.132691004,26.853
3,-0.11,0.21,0.047441558,0.052391616,0.039,0.752,1.226,0.972545455,0.08354837,0.039,-0.16,0.232,0.04525974,0.087419497,0.063,-120.667,130.066,1.213623377,40.78168927,-3.479,-10.193,21.301,-0.588961039,5.188551216,-0.732,-12.207,16.296,-0.11412987,4.396973586,-0.488,-1.371,9.591,2.731584416,2.466194828,2.612,78.764,89.644,84.64803896,2.443556815,84.399
3,-0.087,0.254,0.075586667,0.067383752,0.074,0.766,1.219,0.97864,0.088235502,0.074,-0.154,0.323,0.047373333,0.100585955,0.027,-88.684,124.39,2.190826667,32.01343984,0.061,-12.085,15.503,-0.068373333,5.076897938,-0.793,-19.592,12.268,-0.62824,5.202994854,-0.61,-3.361,9.531,4.366293333,2.89174282,4.476,76.575,87.519,82.96930667,2.333175171,82.963
3,-0.09,0.249,0.068918919,0.065312685,0.0685,0.621,1.364,0.957608108,0.117795134,0.0685,-0.071,0.477,0.168567568,0.131795304,0.152,-110.657,116.76,3.060783784,45.57824197,-2.075,-20.752,18.372,-0.885,6.850985153,-0.427,-22.156,16.724,-0.65572973,6.829725712,-0.0915,0.122,10.52,4.058216216,2.068714194,4.127,69.953,88.233,78.89035135,4.940763344,78.538
3,-0.265,0.5,0.069282051,0.099385371,0.061,0.619,1.242,0.954948718,0.0965439,0.061,-0.118,0.387,0.154371795,0.135961808,0.168,-87.341,119.69,1.723858974,39.77808693,-2.8075,-14.282,19.836,-0.098615385,6.82907349,-0.6405,-17.639,20.02,0.380269231,7.169304552,0.122,-4.209,14.915,4.083794872,3.867397589,4.1585,71.05,88.974,78.30525641,4.779592048,76.699
3,-0.311,0.444,0.07112987,0.106173685,0.073,0.488,1.479,0.949116883,0.162713582,0.073,-0.134,0.809,0.192584416,0.187803884,0.201,-219.727,312.256,4.09487013,72.39876563,0.488,-38.513,28.931,-0.622974026,12.29531067,-0.854,-25.085,33.264,0.462896104,10.0419357,-0.244,-2.732,15.995,4.124350649,3.725403361,3.937,58.814,89.447,76.48612987,7.163748013,74.927
3,-0.148,0.346,0.067848837,0.086328854,0.069,0.619,1.464,0.945139535,0.148528798,0.069,-0.122,0.56,0.113488372,0.165553172,0.094,-163.33,192.81,4.283837209,56.9974205,2.93,-43.64,23.621,-0.542209302,12.29101494,-0.305,-26.062,29.602,-0.391023256,9.375665424,-0.4575,-5.337,12.991,3.989883721,3.660538152,4.1015,66.463,88.236,79.70854651,6.493376714,82.9405
3,-0.128,0.346,0.078235294,0.104582484,0.0685,0.101,1.517,0.922764706,0.218124305,0.0685,-0.304,0.778,0.183661765,0.221998831,0.196,-166.687,135.742,1.381382353,62.07283339,-2.594,-54.688,30.029,1.024117647,13.41909659,-0.305,-27.283,59.998,1.432529412,13.89451245,-0.7325,-3.215,12.752,4.810529412,4.372838354,4.84,56.443,87.276,75.74323529,8.10798242,75.6735
3,-0.409,0.325,0.062414286,0.116100842,0.0725,0.536,1.632,0.982614286,0.187785747,0.0725,-0.234,0.572,0.134971429,0.183754244,0.101,-175.903,212.402,4.606385714,83.35210414,-3.479,-50.781,51.331,0.323457143,17.69271597,0.488,-21.79,25.269,-0.996657143,10.02059414,-0.549,-7.237,10.88,3.531257143,4.104074037,4.4765,64.434,89.668,79.39481429,5.84636119,79.7755
3,-0.205,0.554,0.08130303,0.11959714,0.0645,0.311,1.297,0.933787879,0.165933862,0.0645,-0.746,0.409,-0.012121212,0.221440009,0.0155,-207.947,160.339,4.813393939,51.07653339,3.357,-26.367,23.621,-0.614939394,10.71556365,0.4575,-20.996,23.071,-0.476257576,10.20507892,-0.427,-4.24,14.338,5.095030303,4.071450605,4.163,49.321,88.562,79.01233333,7.055832571,80.508
3,-0.197,0.35,0.050698413,0.109070358,0.053,0.279,1.398,0.951555556,0.181260886,0.053,-0.559,0.352,-0.097253968,0.169041412,-0.111,-120.667,119.812,3.921793651,49.51734328,0.183,-25.085,17.09,-1.389269841,6.990073771,-0.793,-27.039,26.123,0.623873016,9.765413425,0.427,-3.865,10.873,2.990174603,3.091298634,3.006,61.766,88.648,81.17588889,5.527114382,81.243
3,-0.203,0.347,0.091121212,0.08040714,0.08,0.566,1.388,0.992212121,0.130703012,0.08,-0.267,0.362,0.003121212,0.150432864,-0.0475,-173.95,179.993,1.623924242,49.2658003,-0.061,-13.55,20.325,0.602878788,6.475571612,0.1525,-19.897,23.804,0.229378788,7.138218801,0.2745,-0.351,9.464,5.167954545,2.21224083,5.0025,72.342,88.984,82.9910303,2.799662485,83.3435
3,-0.225,0.422,0.06247541,0.120150684,0.045,0.201,1.427,0.971918033,0.167397162,0.045,-0.826,0.198,-0.089540984,0.175499912,-0.078,-69.946,158.447,6.667819672,37.80802956,0.488,-30.945,25.94,-0.165114754,8.940791781,-2.136,-29.968,14.648,-0.748442623,7.057647926,0.122,-2.15,11.1,3.572688525,2.93964141,2.99,56.385,89.306,81.75014754,6.3681888,83.298
3,-0.144,0.386,0.070231884,0.104849773,0.067,0.408,1.535,0.974898551,0.192907715,0.067,-0.304,0.483,0.00426087,0.156518055,-0.027,-112,130.676,0.506,48.0906335,3.784,-17.822,18.799,-0.243217391,7.946690907,-0.793,-30.579,21.729,-0.630666667,9.206799691,-0.916,-2.781,11.545,4.122115942,3.111165852,4.082,77.286,89.499,83.81168116,2.655796034,84.134
3,-0.248,0.471,0.074761905,0.110725862,0.082,0.708,1.407,0.975888889,0.120267861,0.082,-0.591,0.254,-0.037031746,0.134611145,-0.007,-104.919,136.475,1.342777778,44.16985159,3.479,-22.278,15.442,-0.489269841,5.861293241,-0.977,-21.973,16.541,-0.964873016,7.928869273,-0.488,-4.586,13.772,4.349396825,3.439981975,4.709,71.13,88.835,83.58106349,3.778122097,84.051
3,-0.191,0.432,0.088017241,0.13258238,0.0835,0.432,1.822,1.00062069,0.212601087,0.0835,-0.435,0.533,-0.014517241,0.178314255,-0.0385,-156.555,112.305,-0.355706897,57.63295765,-1.953,-24.719,24.963,0.110517241,7.844647307,-0.5185,-14.038,22.766,0.192568966,6.79414641,0.2135,-1.324,11.716,4.978689655,2.954630557,4.924,78.041,88.991,84.02413793,2.629859875,84.4485
3,-0.274,0.47,0.084896552,0.114020418,0.095,-0.008,2.218,0.996413793,0.357454158,0.095,-0.572,0.761,0.035344828,0.251156033,0.016,-189.636,217.957,-0.587189655,82.21912658,2.4715,-15.442,20.203,0.048396552,6.438497318,-0.305,-26.978,17.761,-1.001913793,8.698053699,-1.038,-2.509,9.694,4.860568966,2.730376744,5.4285,75.354,89.272,83.09872414,3.219689403,83.5345
3,-0.103,0.44,0.086802632,0.081856626,0.086,0.045,1.47,0.956644737,0.220545306,0.086,-0.435,0.425,-0.023118421,0.155170269,-0.021,-99.792,206.116,3.201960526,56.60556722,-0.0305,-19.226,17.456,0.097197368,5.886659093,-0.0305,-14.038,20.813,0.291486842,5.50988958,-0.7015,-1.195,17.301,5.265671053,3.135756255,5.135,72.592,88.915,82.90557895,2.887174837,83.132
