Exercise,Ax_Min,Ax_Max,Ax_Mean,Ax_std,Ax_med,Ay_Min,Ay_Max,Ay_Mean,Ay_std,Ay_med,Az_Min,Az_Max,Az_Mean,Az_std,Az_med,Gx_Min,Gx_Max,Gx_Mean,Gx_std,Gx_med,Gy_Min,Gy_Max,Gy_Mean,Gy_std,Gy_med,Gz_Min,Gz_Max,Gz_Mean,Gz_std,Gz_med,Pitch_Min,Pitch_Max,Pitch_Mean,Pitch_std,Pitch_med,Roll_Min,Roll_Max,Roll_Mean,Roll_std,Roll_med
3,-0.106,0.317,0.142535714,0.069390061,0.1425,0.504,1.675,0.957160714,0.254092022,0.1425,-0.095,0.479,0.222446429,0.120098886,0.217,-130.371,160.95,4.216875,64.56436299,1.16,-10.559,22.827,-0.562410714,6.185955729,-1.526,-21.118,17.639,-1.547696429,7.770782345,-1.404,2.33,14.545,8.3095,3.268204778,8.5525,66.968,81.144,74.09266071,3.015767819,74.411
3,-0.045,0.334,0.122196429,0.0764804,0.1205,-0.303,1.49,0.892982143,0.317111709,0.1205,-0.024,0.48,0.274857143,0.119490803,0.2935,-149.841,115.662,-1.291464286,69.61145213,4.5165,-14.771,28.748,-0.662696429,7.69295031,-1.8615,-15.625,28.076,-0.603785714,7.3363749,-0.671,3.919,14.899,7.612857143,2.551708571,7.1095,63.318,84.49,70.88308929,4.043970642,70.222
3,0.005,0.329,0.115527273,0.060937386,0.115,0.527,1.592,0.949254545,0.263352054,0.115,0.095,0.67,0.257545455,0.099067283,0.241,-118.652,180.115,2.8554,67.9630325,-0.549,-19.897,20.447,-0.905509091,8.988843766,-0.732,-29.846,18.494,0.078763636,8.185640322,0.793,2.755,15.464,6.770436364,2.907090022,6.659,66.514,84.017,73.37845455,2.956090667,73.246
3,0,0.243,0.123868852,0.056305558,0.126,0.435,1.372,0.898622951,0.20982208,0.126,-0.09,0.485,0.265360656,0.114311567,0.281,-143.616,97.473,0.193065574,54.45690786,-3.418,-24.902,23.254,-0.664377049,8.614499183,-0.793,-17.517,22.827,1.079540984,7.435352268,0.61,2.162,14.174,7.620606557,2.909249492,8.12,63.19,86.17,71.35911475,5.207832419,70.595
3,0.003,0.268,0.119275862,0.062138158,0.11,0.316,1.507,0.955362069,0.252295336,0.11,-0.242,0.254,0.035775862,0.098808168,0.023,-118.347,135.315,3.792603448,58.11068789,-6.531,-29.48,25.879,-1.018689655,10.26795002,-0.885,-18.555,36.56,0.70612069,11.08169641,0.6405,2.267,12.638,7.209982759,2.570409337,7.178,76.816,86.524,81.53015517,2.371301418,81.602
3,-0.328,0.195,0.013767442,0.093697547,0.024,0.812,1.089,0.977209302,0.047831827,0.024,-0.166,0.197,-0.000255814,0.063563277,-0.017,-30.579,15.686,-0.281093023,9.08130924,0.549,-37.048,22.827,-1.403813953,12.32489209,0.427,-2.869,5.066,0.789116279,1.416183927,0.732,-4.755,6.322,0.861604651,2.418665641,1.383,83.554,89.734,87.22955814,1.530781504,87.419
3,-0.262,0.227,0.012395349,0.092909105,0.017,0.808,1.174,0.984976744,0.079203622,0.017,-0.534,0.311,-0.045232558,0.1764592,-0.046,-42.542,35.828,0.474093023,17.51565516,-0.183,-43.823,36.682,-0.139139535,18.07639528,0.305,-3.418,4.639,0.841697674,1.809842699,0.793,-4.094,4.935,0.698697674,1.733973451,0.664,75.703,89.871,86.02460465,3.332108514,87.231
3,-0.276,0.241,0.012534884,0.08331705,0.015,0.835,1.071,0.963790698,0.052465208,0.015,-0.289,0.513,0.034,0.153004202,-0.013,-23.376,34.729,2.329232558,12.99064432,1.648,-33.325,53.833,3.606697674,17.76818713,0.488,-3.052,4.272,0.469837209,1.452152982,0.793,-5.782,4.888,0.731697674,2.187008334,0.99,73.927,89.518,85.04644186,4.118935908,86.842
3,-0.272,0.158,0.003978261,0.069376105,0.013,0.86,1.315,0.985521739,0.076520074,0.013,-0.453,0.237,-0.0315,0.129719655,-0.0245,-39.917,27.588,-1.374652174,13.48352023,0.671,-42.908,35.767,-2.177347826,15.65747924,0.183,-2.747,4.7,0.695195652,1.621692129,0.5795,-6.847,3.13,0.226630435,1.963253053,0.5705,75.679,89.5,86.87052174,3.261707526,88.029
3,-0.18,0.247,0.014804348,0.058237681,0.01,0.793,1.125,0.981630435,0.061025808,0.01,-0.143,0.196,-0.018695652,0.071235718,-0.034,-35.828,34.058,-0.364934783,13.87656692,0.122,-32.959,23.56,-1.391891304,11.87838298,-0.2135,-2.258,11.475,1.333434783,2.561081244,0.9465,-3.314,5.458,0.825826087,1.681945438,0.687,84.092,89.943,87.4126087,1.259062023,87.626
3,-0.077,0.218,0.026914894,0.045841803,0.022,0.76,1.096,0.971085106,0.060929335,0.022,-0.173,0.306,-0.000680851,0.081343904,-0.022,-19.409,31.25,3.708829787,9.850320026,1.587,-21.179,41.565,1.890787234,11.17369916,0.427,-2.197,3.54,0.453276596,1.278811009,0.549,-0.819,5.46,1.582404255,1.448513041,1.429,84.326,89.118,87.16487234,1.298440094,87.452
3,-0.139,0.37,0.027477273,0.07878776,0.0225,0.774,1.39,0.976227273,0.103461905,0.0225,-0.308,0.236,-0.003295455,0.096843576,-0.014,-50.415,31.738,0.58675,15.87721847,2.35,-58.716,30.457,-0.421659091,16.44967513,1.8315,-2.686,15.32,1.029295455,2.780416571,0.8235,-2.086,7.582,1.62125,2.154405148,1.0685,81.221,89.183,86.57295455,2.109768354,87.2445
3,-0.127,0.183,0.020409091,0.053572519,0.017,0.733,1.102,0.978,0.068627745,0.017,-0.118,0.42,0.024318182,0.09865226,-0.0015,-30.579,36.56,0.575659091,14.14400663,2.594,-43.701,47.852,-0.689454545,17.28741335,0.702,-8.301,11.658,0.658863636,2.973581535,0.732,-1.172,3.666,1.181522727,1.071459893,1.0205,82.719,89.787,87.25902273,1.777883318,87.7635
3,-0.126,0.206,0.034727273,0.065288043,0.027,0.846,1.098,0.970522727,0.057890228,0.027,-0.158,0.197,0.005409091,0.080459239,0.0005,-15.747,49.316,1.754772727,11.98832878,0.5185,-38.818,36.133,0.495272727,14.63517156,-1.0985,-3.906,4.028,0.703272727,1.630755188,0.671,-0.956,7.175,2.061022727,1.763510802,1.935,81.254,89.316,86.87456818,1.727847342,87.066
3,-0.168,0.167,0.007390244,0.069146539,0.015,0.828,1.124,0.987487805,0.062938113,0.015,-0.275,0.304,-0.018292683,0.113522518,-0.029,-39.917,40.588,-0.245609756,16.4870902,0.488,-34.668,28.564,-0.918512195,15.31265631,0.549,-6.47,4.761,0.616317073,1.924135539,0.793,-3.805,4.094,0.420780488,1.653169418,0.827,82.133,89.468,86.90734146,1.878738135,87.77
3,-0.181,0.169,0.013545455,0.061372464,0.0185,0.853,1.038,0.965363636,0.044063955,0.0185,-0.26,0.15,-0.004909091,0.072637622,-0.014,-36.316,28.564,0.747613636,11.68087334,1.9225,-39.49,41.26,0.008340909,15.24913782,0.0305,-1.526,3.54,0.879431818,0.955989574,0.885,-3.951,3.338,0.806931818,1.68927073,1.1355,83.82,89.197,87.63870455,1.106398422,87.722
3,-0.101,0.291,0.03323913,0.061800462,0.021,0.846,1.232,0.977434783,0.065067368,0.021,-0.326,0.18,-0.012891304,0.094693712,-0.0145,-25.757,25.391,2.458673913,10.5549288,2.6245,-27.405,38.513,1.528456522,12.90681314,0.366,-3.418,5.371,0.485586957,1.608381513,0.427,-1.999,5.697,1.93276087,1.614392217,1.412,81.496,89.773,86.89345652,2.063766898,87.7485
0,-0.339,0.127,0.00604878,0.080886325,0.008,0.916,1.197,0.980658537,0.043242115,0.008,-0.049,0.117,0.047439024,0.039877342,0.055,-29.846,20.996,1.714926829,7.65808453,1.831,-23.804,13.062,-0.58797561,8.226914946,0.183,-6.348,18.921,0.561243902,4.887861275,0.061,-6.587,6.44,0.502829268,3.473355373,0.179,82.031,89.187,85.5755122,1.769135779,85.663
0,-0.155,0.107,0.004333333,0.060258799,0.006,0.796,1.058,0.976205128,0.037020037,0.006,-0.125,0.175,0.04274359,0.047798215,0.045,-15.503,22.705,2.497769231,8.103464238,2.38,-21.362,17.212,-0.231538462,7.132130286,-0.061,-6.958,7.812,-0.463230769,3.266540488,-0.244,-4.292,4.283,0.194153846,2.43870158,-0.147,83.232,88.619,86.35715385,1.51786012,86.19
0,-0.102,0.156,0.014825,0.055050041,0.0005,0.933,1.122,0.9752,0.029862248,0.0005,-0.064,0.094,0.040025,0.038936824,0.043,-17.456,15.32,1.197825,6.604157583,1.282,-35.828,19.897,-1.521325,7.769129765,-0.9465,-7.385,6.47,-0.311225,2.967278849,-0.5185,-3.068,7.202,0.859425,2.78622174,0.062,81.802,89.838,86.276025,1.99916428,86.3595
0,-0.167,0.109,0.007268293,0.056929792,0.004,0.89,1.068,0.980585366,0.029005151,0.004,-0.122,0.078,-0.008926829,0.043403566,0,-41.626,12.512,1.432121951,8.205511094,2.747,-15.991,29.358,-0.488317073,6.972362227,-0.671,-11.597,4.456,-0.817268293,2.700353616,-0.244,-3.699,4.609,0.445073171,2.651777672,0.182,84.025,89.624,87.0332439,1.349985829,87.105
0,-0.198,0.116,-0.001,0.061935844,0.008,0.942,1.028,0.983547619,0.018398306,0.008,-0.17,0.063,-0.011,0.038627679,-0.0045,-28.748,15.076,1.932761905,6.945080185,2.441,-15.808,18.738,-0.513,5.44174503,-0.854,-6.287,4.761,-0.66702381,2.364134457,-0.7015,-6.529,4.367,-0.0915,2.682093769,0.5325,83.463,89.856,87.18235714,1.54087015,86.9755
0,-0.322,0.251,0.037282051,0.086273112,0.042,0.924,1.091,0.97974359,0.025140362,0.042,-0.014,0.133,0.043974359,0.031509804,0.047,-4.883,5.737,0.452333333,2.273851385,0.549,-15.137,9.338,0.369282051,4.774090858,0.427,-1.282,3.54,0.949948718,1.038782991,1.038,-3.14,8.094,2.341538462,2.572997462,2.317,79.334,88.193,85.71241026,1.793528333,86.123
0,-0.088,0.228,0.043404762,0.053087162,0.0375,0.966,1.072,0.984928571,0.018899468,0.0375,-0.049,0.457,0.031357143,0.076416006,0.0175,-3.479,5.066,0.550785714,1.928716236,0.793,-5.432,5.432,0.156952381,2.527067402,0.3965,-1.953,3.906,0.889380952,0.995709992,0.885,-1.364,6.934,2.537690476,1.762544232,2.3515,79.739,88.97,86.25466667,2.268825211,86.982
0,-0.094,0.202,0.046275,0.05644602,0.041,0.885,1.069,0.98275,0.026151188,0.041,-0.081,0.215,0.01765,0.04065335,0.0155,-5.066,6.104,0.4136,2.224522879,0.6405,-9.338,6.775,-0.2717,3.36241143,0.366,-0.793,2.93,0.798025,0.696175467,0.61,-1.09,6.833,2.6873,1.932759953,2.637,83.157,88.775,86.6916,1.558394503,87.114
0,-0.143,0.192,0.039659574,0.049512966,0.038,0.953,1.029,0.981893617,0.013684701,0.038,-0.066,0.061,0.021829787,0.02142055,0.026,-6.409,8.179,0.562234043,2.442758404,0.732,-7.568,10.62,0.399957447,3.423728923,0.427,-1.221,3.479,0.735042553,0.855011288,0.732,-0.721,6.607,2.299361702,1.492153906,2.208,83.389,89.222,87.15261702,1.173830233,87.339
0,-0.281,0.172,0.033454545,0.060992739,0.039,0.899,1.011,0.976977273,0.01844601,0.039,-0.023,0.077,0.026636364,0.018776644,0.024,-4.15,5.432,0.728272727,2.187150215,0.885,-7.08,8.118,0.499340909,3.25855346,0.305,-0.793,3.601,0.869772727,0.827543686,0.854,-2.88,5.607,1.972181818,1.725728283,2.216,84.254,88.724,87.06879545,0.949079617,87.3465
0,-0.158,0.184,0.037272727,0.049477438,0.0355,0.942,1.046,0.980681818,0.015191449,0.0355,-0.012,0.242,0.029840909,0.037028552,0.0265,-3.662,15.625,0.810022727,3.043093862,0.671,-10.071,13.184,0.843340909,3.948713756,0.3965,-0.61,3.662,0.923863636,0.907381323,0.793,-1.122,5.62,2.181704545,1.641768496,2.1705,83.654,89.215,86.90088636,1.534413443,87.06
0,-0.111,0.257,0.0352,0.055016774,0.032,0.948,1.022,0.982533333,0.013582408,0.032,-0.046,0.051,0.009866667,0.018015902,0.007,-11.23,5.005,0.303822222,2.656792797,0.671,-9.705,9.583,-0.096311111,3.464222363,0.305,-2.075,3.662,0.695733333,1.086132304,0.671,-1.862,5.115,2.055266667,1.385764613,2.022,84.88,89.837,87.6514,1.109471955,87.925
0,-0.29,0.258,0.036139535,0.082732956,0.037,0.854,1.058,0.977325581,0.024724887,0.037,-0.238,0.205,0.013325581,0.053324577,0.018,-2.991,15.198,1.047627907,2.806651997,0.732,-6.592,8.301,0.407348837,3.301480107,0.61,-1.282,2.808,0.767930233,0.791285163,0.854,-2.637,7.797,2.104465116,2.222478147,2.091,82.177,89.21,86.94981395,1.544577123,87.347
0,-0.056,0.378,0.052288889,0.079225117,0.037,0.904,1.122,0.984666667,0.031755458,0.037,-0.015,0.286,0.027088889,0.042221183,0.021,-3.113,13.306,1.269555556,2.555128929,0.977,-9.705,15.381,0.5262,4.133003242,0.305,-1.16,4.578,0.783955556,0.890090571,0.732,-0.184,8.737,3.006711111,2.174892877,2.172,80.488,88.384,86.49533333,2.242141347,87.455
0,-0.069,0.258,0.044021739,0.063804036,0.0295,0.961,1.069,0.985869565,0.021768079,0.0295,-0.04,0.232,0.012282609,0.043765366,0.0015,-5.554,8.057,0.624956522,2.306802703,0.366,-11.353,17.151,1.284217391,4.969106881,0.3965,-1.465,3.418,0.796065217,0.898800593,0.7625,-0.242,7.872,2.564065217,1.97939869,1.936,82.127,89.63,86.99495652,1.996487415,87.7165
0,-0.18,0.135,0.026717391,0.050757227,0.031,0.954,1.033,0.981086957,0.012852715,0.031,-0.045,0.058,0.002630435,0.020593806,0.0035,-8.118,14.709,1.183456522,3.131978627,1.0375,-9.277,14.404,0.76026087,4.128686213,0.549,-2.136,1.892,0.520065217,0.79435946,0.5795,-1.341,4.904,1.55273913,1.260813942,1.7515,84.816,89.636,88.10456522,0.893944459,88.199
0,-0.076,0.196,0.064,0.049455863,0.068,0.869,1.03,0.960285714,0.029573012,0.068,0.069,0.357,0.194257143,0.060798289,0.191,-5.859,33.203,5.824514286,9.48597755,3.174,-8.972,14.587,1.747342857,5.422074554,0.977,-5.737,10.132,0.151742857,3.145806231,-0.244,0.347,7.116,3.654685714,2.04165358,3.586,73.383,84.399,78.17228571,3.037100955,77.625
0,-0.035,0.142,0.068888889,0.048649051,0.0735,0.897,0.995,0.952361111,0.021120272,0.0735,0.139,0.275,0.201277778,0.03309606,0.1965,-17.883,26.489,2.688888889,8.907008351,2.1665,-7.507,11.536,2.163361111,4.75835611,1.5565,-3.54,3.662,0.46625,1.897022515,0.7015,-1.132,7.698,4.027833333,2.327283757,4.3715,73.791,80.221,76.90352778,1.925382463,76.5735
0,-0.054,0.196,0.083375,0.062513869,0.0905,0.895,1.003,0.96315625,0.018953439,0.0905,0.051,0.203,0.14140625,0.0343463,0.146,-26.794,17.639,2.6818125,9.147162015,2.35,-7.568,17.09,1.977875,5.212024427,1.3735,-7.446,6.348,0.04771875,3.009222879,-0.061,-0.889,9.499,4.888375,3.007998003,6.002,76.542,85.388,80.04503125,2.446028888,79.778
0,-0.033,0.201,0.086827586,0.047320389,0.092,0.931,0.998,0.96662069,0.01788937,0.092,0.086,0.207,0.149448276,0.031861964,0.15,-15.442,15.259,2.182517241,6.076075058,2.258,-5.371,13.367,2.978034483,5.268357812,1.404,-4.517,6.287,0.467206897,2.631292382,0.61,0.767,8.492,5.153034483,2.184759671,5.622,76.187,82.926,79.57317241,1.876792554,80.12
0,-0.091,0.172,0.007948276,0.04316042,0.0045,0.833,0.991,0.9595,0.021157098,0.0045,0.017,0.392,0.15437931,0.051761541,0.1675,-34.18,10.376,0.787137931,7.748606597,2.3495,-10.193,10.132,-0.85137931,3.172038809,-1.3125,-13.367,4.578,-1.009206897,2.918134635,-0.6405,-2.714,3.095,0.415568966,1.414502394,0.365,75.123,85.161,80.66718966,2.447066174,79.8555
0,-0.057,0.096,0.013910714,0.028442783,0.013,0.949,0.988,0.976,0.007675226,0.013,-0.062,0.095,0.055071429,0.024520016,0.059,-58.838,8.789,1.149857143,8.455082625,2.136,-7.996,2.075,-1.387446429,1.780978127,-1.038,-4.333,3.357,-0.641964286,1.398512482,-0.305,-2.119,3.342,0.800214286,1.226083057,0.503,84.673,88.674,86.47676786,1.063127958,86.5665
0,-0.113,0.087,0.008982143,0.037867468,0.0145,0.938,0.997,0.977357143,0.009662352,0.0145,-0.118,0.107,0.045285714,0.0315927,0.0545,-36.499,5.859,0.928678571,6.930059355,2.472,-9.155,3.723,-0.979857143,2.207984267,-0.9465,-3.052,1.709,-0.356464286,1.121161799,0.061,-3.77,4.016,0.508732143,1.821108089,0.7015,84.338,89.164,86.62053571,1.132303396,86.742
0,-0.033,0.101,0.016964286,0.023696539,0.0175,0.941,1.022,0.977696429,0.010676941,0.0175,-0.038,0.083,0.053107143,0.018934028,0.056,-35.339,4.761,0.894803571,5.663230226,2.136,-8.179,2.93,-0.462178571,2.242247761,-0.0915,-2.747,1.831,-0.232178571,0.906673663,-0.1525,-1.059,4.012,1.011660714,1.132430087,1.0045,84.688,89.435,86.62721429,1.059417262,86.475
0,-0.075,0.103,0.019372881,0.030726209,0.02,0.953,1.1,0.973135593,0.018669039,0.02,0.002,0.33,0.102,0.038465838,0.1,-13.733,7.568,1.311694915,3.840061639,2.136,-12.146,4.333,-0.548355932,2.934196335,-0.244,-5.798,3.296,-0.196542373,1.37846169,-0.244,-1.647,4.219,1.127711864,1.275794669,1.133,81.117,88.781,83.85522034,1.507234669,83.834
0,-0.122,0.146,0.011465517,0.037483196,0.014,0.934,1.079,0.978637931,0.016804029,0.014,0.004,0.254,0.064241379,0.033073183,0.064,-26.733,10.437,1.421724138,6.167286442,2.38,-21.179,6.287,-0.369327586,3.548515605,-0.732,-5.371,5.493,-0.369362069,1.379896687,-0.305,-2.985,4.404,0.692551724,1.693888614,0.744,83.318,88.707,86.02210345,1.244286052,86.051
0,-0.129,0.063,0.00954717,0.035606053,0.014,0.908,1.088,0.967113208,0.022327682,0.014,0.073,0.153,0.123660377,0.017912118,0.124,-10.315,7.69,1.551245283,3.376910894,2.014,-4.517,3.418,-0.263792453,2.328846688,-0.183,-6.165,3.174,-0.30290566,1.66347572,-0.122,-3.082,2.603,0.578245283,1.542936859,0.726,81.139,84.426,82.44307547,0.699376229,82.468
0,-0.147,0.08,0.01245614,0.035451713,0.013,0.872,1.013,0.962333333,0.016550068,0.013,0.06,0.192,0.138017544,0.025515745,0.138,-21.667,10.742,1.733561404,4.831587328,2.563,-11.169,4.578,0.063175439,3.0820386,0.305,-6.409,15.503,-0.02354386,2.654509721,-0.122,-3.639,3.218,0.706140351,1.537460585,0.731,79.267,84.409,81.67277193,1.292547678,82.075
13,-1.03,0.631,-0.341956989,0.632932322,-0.552,-0.389,0.715,0.249451613,0.266971075,-0.552,-0.928,0.336,-0.381752688,0.441854138,-0.532,-32.532,22.217,-1.269215054,13.53163632,-0.244,-35.217,20.935,-0.578827957,12.38211143,0.427,-36.194,44.983,2.654086022,22.21813021,-0.305,-85.683,37.055,-28.54653763,45.84658523,-34.813,-11.122,44.57,15.59075269,16.20839046,11.925
13,-1.006,0.603,-0.304914894,0.652326682,-0.5165,-0.22,0.576,0.204053191,0.216793513,-0.5165,-0.918,0.312,-0.408819149,0.45637256,-0.599,-28.137,27.161,-0.054606383,13.44497942,0.0915,-25.94,28.259,0.201914894,14.69533138,-0.4575,-29.907,45.898,1.966138298,21.43058913,0.061,-83.471,35.841,-26.45932979,47.39952477,-32.8525,-4.196,35.243,12.47889362,13.10387467,9.474
13,-1.015,0.597,-0.27725,0.633127778,-0.4155,-0.083,0.707,0.286478261,0.231765867,-0.4155,-0.875,0.298,-0.402369565,0.454560885,-0.6035,-33.081,32.471,0.083565217,15.37729028,1.1595,-16.785,24.841,0.760293478,11.35727436,-0.549,-28.564,45.105,1.345434783,21.17671538,-0.946,-79.794,35.193,-23.83045652,45.72752871,-25.049,-1.447,42.165,17.56940217,14.44595605,15.3245
13,-1.002,0.613,-0.333766667,0.638935668,-0.552,-0.182,0.672,0.237055556,0.235897776,-0.552,-0.917,0.227,-0.410111111,0.426865225,-0.586,-23.193,27.771,-0.785266667,12.63979001,0.2135,-21.851,23.926,-0.169533333,12.52168138,0,-32.959,47.607,2.296988889,23.33982586,-0.8235,-87.352,37.746,-29.36017778,47.54589119,-34.503,-6.297,38.508,14.58541111,14.41761868,10.141
13,-1.03,0.635,-0.248193548,0.655097226,-0.392,-0.238,0.622,0.210172043,0.228770134,-0.392,-0.916,0.305,-0.438612903,0.456269777,-0.701,-28.198,21.729,-0.401655914,12.56238344,1.038,-25.085,35.645,-0.386548387,14.89263321,0.305,-34.058,43.64,2.121817204,22.5872747,0.305,-87.109,37.645,-22.12360215,47.13181291,-22.1,-9.625,38.301,12.9215914,13.78030843,8.968
13,-1.013,0.622,-0.31855914,0.643874894,-0.559,-0.121,0.65,0.224806452,0.198062148,-0.559,-0.964,0.238,-0.405107527,0.45810065,-0.579,-33.752,27.954,-0.279569892,15.11382018,-1.038,-31.372,26.184,0.519139785,14.26551418,-0.122,-32.776,50.537,2.150021505,21.6739137,-0.977,-84.764,36.892,-27.88108602,47.32770978,-33.286,-3.371,38.509,13.65178495,12.18344826,11.302
13,-1.092,0.591,-0.265438202,0.659967113,-0.433,-0.192,0.623,0.232134831,0.208726669,-0.433,-0.922,0.274,-0.443977528,0.437503999,-0.655,-28.564,28.259,-0.079539326,13.26176652,-0.244,-31.738,27.344,0.590426966,13.684239,-0.366,-34.18,48.218,2.863202247,22.21171719,-0.244,-84.921,34.942,-23.76276404,47.74773089,-26.092,-3.705,35.664,14.1151236,12.66749572,11.683
13,-1.008,0.646,-0.285941176,0.645701434,-0.467,-0.092,0.636,0.257717647,0.220190427,-0.467,-0.891,0.207,-0.450858824,0.408077378,-0.622,-23.254,27.161,-0.326670588,12.49306694,-0.61,-25.391,19.836,-0.698,12.06436215,0.366,-30.334,44.495,2.006270588,22.17746412,-0.427,-87.356,38.234,-26.04995294,47.94322645,-27.19,-1.466,40.99,15.86363529,13.60855689,12.309
13,-1.019,0.614,-0.274185185,0.663523796,-0.49,-0.113,0.611,0.153333333,0.199207932,-0.49,-1.044,0.304,-0.437604938,0.472991218,-0.714,-41.626,25.757,0.129530864,17.36410881,1.892,-48.645,23.071,-3.505395062,19.18100975,0.916,-23.01,52.979,5.422345679,19.83033925,0.488,-85.571,36.016,-24.49924691,48.08924523,-29.33,-3.246,38.764,9.306333333,12.07035154,5.529
13,-1.018,0.614,-0.328470588,0.643374855,-0.585,-0.239,0.664,0.188682353,0.211340631,-0.585,-0.974,0.208,-0.425435294,0.444564486,-0.59,-30.884,29.175,-0.148611765,14.60697777,1.526,-31.738,24.292,-0.682847059,14.46652341,-0.427,-33.813,43.091,2.523247059,22.37721992,0.854,-87.006,34.666,-29.23543529,48.01420222,-35.853,-7.737,38.147,11.60244706,12.65481482,9.31
13,-1.057,0.586,-0.291639535,0.644454058,-0.481,-0.155,0.598,0.208825581,0.211723248,-0.481,-0.927,0.165,-0.472488372,0.417203343,-0.685,-24.841,25.024,1.329232558,12.90622478,1.312,-23.804,24.17,0.203662791,13.77399613,0.549,-33.325,40.039,1.414430233,21.27988756,-0.061,-87.266,34.474,-26.68662791,48.31035575,-28.5505,-4.531,33.511,12.65090698,12.64649681,9.9915
13,-0.826,0.497,-0.005694444,0.474912071,0.166,0.22,1.163,0.737805556,0.189363116,0.166,0.115,1.226,0.444805556,0.262052429,0.371,-129.7,132.874,3.318027778,45.14813324,3.1435,-80.994,108.154,5.688083333,50.996952,1.373,-19.226,47.363,3.451916667,14.28793137,0.366,-55.886,26.43,-2.327277778,29.24659853,10.253,32.052,62.835,47.74786111,9.838320998,45.3335
13,-0.713,0.743,0.037878788,0.427612833,0.211,0.115,1.216,0.747727273,0.245038425,0.211,0.059,1.059,0.427818182,0.23444555,0.477,-130.676,175.11,16.71806061,73.90500932,3.845,-85.083,94.177,0.044484848,49.69399481,2.808,-25.269,46.692,0.612212121,14.66491359,0.183,-44.858,28.047,0.640090909,25.82937762,11.526,32.806,65.35,50.55527273,10.92078795,53.664
13,-0.754,0.436,-0.050055556,0.431271074,0.165,0.33,1.064,0.765138889,0.185343411,0.165,0.048,0.537,0.355166667,0.106677217,0.3685,-158.081,154.907,0.484833333,49.29429201,4.8825,-93.689,105.408,1.959916667,49.12960643,-0.824,-20.264,22.461,0.261027778,8.225179857,0.488,-51.412,22.249,-5.357472222,27.5010439,7.9745,33.902,64.343,54.39638889,10.82039753,59.327
13,-0.755,0.315,-0.087540541,0.363708873,0.132,-0.105,1.151,0.794675676,0.273194991,0.132,0.021,0.803,0.382864865,0.171962877,0.377,-289.49,227.295,3.323972973,74.47956676,4.883,-92.957,85.693,1.636405405,39.8037184,0.916,-26.917,46.021,2.233486486,15.94543535,1.465,-45.223,16.378,-6.706864865,22.42496783,4.185,10.72,73.96,56.52297297,18.30525345,65.615
13,-0.717,0.267,-0.077212121,0.344067649,0.099,0.355,1.373,0.849848485,0.257084388,0.099,0.077,0.54,0.324757576,0.138033744,0.339,-330.078,133.423,-15.27351515,80.91930356,-0.183,-97.656,92.957,0.20530303,45.12435334,1.709,-70.007,48.218,-1.020878788,21.30567485,0.061,-47.169,15.202,-5.444909091,20.72222339,5.374,28.562,75.592,61.55966667,14.07179982,68.654
13,-0.731,0.287,-0.094085714,0.36007151,0.085,-0.221,1.329,0.791314286,0.342684194,0.085,-0.181,0.822,0.266342857,0.241294419,0.209,-192.993,397.095,10.76485714,105.7712718,-2.991,-88.867,66.895,-0.092428571,36.74253302,1.16,-41.748,21.301,-3.322085714,14.48172118,-1.282,-48.845,15.135,-7.218228571,22.79367742,6.85,18.166,83.01,60.74345714,21.81088805,71.075
13,-0.766,0.347,-0.110057143,0.42646129,0.064,-0.113,1.5,0.763828571,0.37372123,0.064,-0.019,0.787,0.286971429,0.250068636,0.221,-402.588,344.971,0.503942857,138.3542602,2.563,-85.632,72.449,-0.259885714,38.89700932,1.404,-48.218,55.481,-1.6182,23.32246878,-1.343,-52.623,19.961,-9.222628571,27.24339134,1.378,13.768,83.894,56.07528571,24.25006012,70.436
13,-0.709,0.507,0.030878788,0.398564907,0.238,0.139,1.755,0.860818182,0.344934365,0.238,-0.043,0.735,0.241212121,0.212361095,0.182,-162.109,316.711,25.31842424,87.80150884,9.705,-84.595,84.534,0.164575758,45.04600983,-1.099,-50.415,44.373,-0.800818182,20.35713193,2.319,-43.202,23.914,-0.109939394,24.09206816,12.847,27.002,78.547,61.27618182,15.73910126,67.441
13,-0.837,0.513,-0.011322581,0.452180376,0.218,-0.528,1.768,0.810129032,0.399958643,0.218,-0.269,0.623,0.254387097,0.196477255,0.206,-205.566,231.689,22.25216129,77.25131614,3.967,-103.21,91.553,1.397935484,55.83457815,-0.916,-33.447,25.94,-6.751225806,15.41807736,-2.258,-56.495,25.279,-2.357354839,28.18723332,10.083,23.968,78.464,57.93487097,16.70096589,64.47
13,-1.055,0.276,-0.614916667,0.445705171,-0.8385,-0.09,1.079,0.450007576,0.39852272,-0.8385,-0.211,0.465,0.116045455,0.195334079,0.1425,-43.579,41.931,2.346136364,15.9533111,0.793,-32.593,28.931,0.628356061,16.51708261,1.8005,-35.278,31.189,-0.748121212,15.49865183,-0.2135,-88.813,15.018,-47.51829545,35.25672185,-59.669,-3.57,88.709,33.10103788,31.57642574,22.5945
